wins,loss
22,29
19,14
6,11
11,15
6,4
18,21
9,9
12,16
16,28
12,26
16,18
16,27
10,9
9,16
3,11
33,36
84,96
37,43
28,31
12,9
0,10
3,9
23,17
17,25
6,8
13,15
2,9
9,24
9,7
33,26
6,4
63,51
9,13
30,25
6,6
6,4
18,16
54,63
7,4
7,14
20,23
11,16
18,4
2,11
6,6
4,8
7,5
17,31
5,8
16,14
3,8
5,6
11,12
11,14
4,6
35,34
9,6
117,112
4,6
10,9
16,10
30,29
16,13
119,132
11,8
3,9
7,12
20,20
9,11
65,62
13,16
7,8
17,24
13,25
9,10
17,17
4,7
7,9
33,26
17,26
10,12
5,8
5,5
12,29
24,37
11,11
34,42
9,1
26,40
4,7
8,4
8,14
6,6
5,11
37,42
39,55
8,14
5,6
11,2
8,16
5,6
8,11
33,47
92,116
3,9
4,7
11,13
39,48
27,23
22,15
13,9
3,8
12,7
5,8
7,18
10,2
6,8
14,17
7,9
7,3
48,57
15,18
24,17
11,8
5,6
9,15
10,11
30,25
5,8
14,21
14,16
12,9
6,8
12,7
28,33
9,7
25,45
10,9
7,10
5,6
21,20
8,11
22,20
16,15
6,5
6,10
6,4
9,7
8,8
38,42
17,26
7,6
10,14
6,7
9,6
41,57
24,23
4,9
9,10
15,17
6,8
16,26
18,8
11,15
8,5
21,26
5,7
4,7
10,18
9,8
11,13
10,12
13,15
9,9
11,12
20,17
5,12
25,25
5,9
4,7
23,44
11,15
9,11
11,12
4,6
20,20
11,4
6,7
6,6
27,30
4,9
8,4
9,14
4,7
17,34
27,29
7,5
21,32
14,15
21,18
12,17
22,32
31,33
6,13
12,18
26,37
9,7
6,14
8,5
26,18
22,17
1,10
14,9
5,6
11,5
5,9
20,29
12,14
4,6
7,7
53,42
14,22
27,34
27,29
36,28
7,3
7,5
33,34
25,25
6,5
29,31
25,38
6,4
70,78
27,28
5,9
28,26
11,7
11,16
8,14
8,14
11,6
32,34
7,12
12,10
8,8
5,5
16,14
11,8
12,35
4,17
6,15
6,7
6,8
9,4
7,8
46,67
9,4
18,19
10,14
10,7
5,5
30,47
25,34
22,26
4,6
5,13
9,3
7,8
12,11
23,35
22,27
29,27
112,108
6,5
64,39
5,5
10,9
5,14
13,21
61,63
30,18
11,7
10,11
4,7
43,42
7,14
11,12
8,14
4,7
13,22
28,32
28,34
49,60
21,23
11,7
5,5
5,6
46,52
4,6
4,7
6,8
21,22
7,12
65,54
23,19
4,6
38,38
17,17
11,12
9,14
12,17
118,156
12,11
13,11
1,10
10,10
7,10
22,19
8,5
6,5
4,6
24,35
17,9
13,21
6,22
10,8
6,9
5,5
8,12
18,25
6,14
36,29
8,3
129,117
3,10
15,13
7,5
21,25
8,3
15,49
4,11
6,5
5,8
27,28
4,6
21,27
9,16
3,12
15,14
7,3
5,12
10,9
11,13
4,6
14,16
17,11
8,2
6,6
19,16
23,19
5,5
19,26
12,9
15,19
15,20
7,5
21,29
17,12
3,7
31,35
12,16
29,34
4,7
10,9
11,7
30,30
13,13
11,11
42,60
5,8
4,6
19,30
4,6
19,25
11,12
7,9
51,44
8,8
14,22
23,31
103,115
10,13
3,7
14,11
6,7
52,55
10,16
26,33
4,7
34,45
17,18
6,8
10,22
5,8
22,29
19,14
6,11
6,6
4,7
18,12
6,11
10,18
9,12
28,52
17,16
10,10
17,16
5,10
5,10
15,20
7,13
9,14
9,1
18,18
13,13
17,16
49,72
30,34
40,49
5,7
16,17
7,3
6,9
8,20
19,14
47,57
16,16
18,10
5,9
35,59
8,18
10,17
9,10
7,6
35,30
11,7
56,56
8,2
12,10
22,31
99,81
7,5
11,21
27,20
20,17
7,9
20,30
10,13
34,19
18,17
43,48
6,10
8,10
6,8
31,22
22,29
5,5
10,5
6,6
5,5
7,8
19,14
3,9
9,13
9,20
42,31
17,0
32,37
27,36
11,11
7,8
11,15
6,9
8,7
6,5
7,4
5,5
49,65
9,8
8,16
36,37
19,26
4,7
30,0
3,9
6,4
8,31
176,196
21,27
57,82
101,112
7,3
25,20
14,8
9,6
2,9
35,33
24,25
59,52
9,9
10,13
9,18
21,19
7,11
28,25
7,11
31,26
4,10
20,35
13,12
7,10
26,28
30,50
26,28
6,5
5,8
7,10
6,14
5,7
86,76
24,21
21,21
6,17
9,11
8,9
9,16
50,34
7,13
15,26
9,6
7,6
12,9
10,16
11,0
2,10
20,17
29,25
12,10
8,8
88,106
56,58
10,8
3,13
25,25
5,5
53,55
8,10
25,24
6,12
7,6
11,9
17,23
6,5
66,57
3,8
41,40
4,8
31,26
31,34
7,8
18,27
8,7
8,3
4,7
6,9
13,13
13,10
10,9
20,24
5,13
15,29
17,21
6,11
11,17
7,3
21,28
25,21
34,42
18,18
21,22
24,15
2,8
6,10
11,12
11,15
23,25
30,27
26,32
9,6
6,9
14,15
11,14
17,27
7,5
13,13
17,21
10,7
6,13
12,18
26,37
9,7
6,14
7,9
13,15
7,7
6,4
12,13
12,8
6,8
19,23
7,11
7,10
12,26
8,13
44,39
24,28
7,13
4,6
7,5
6,5
6,12
82,99
17,18
32,32
9,11
3,7
9,13
7,11
13,19
4,7
54,74
27,47
31,59
10,18
27,30
6,4
17,19
63,83
47,26
15,22
4,7
8,8
8,11
16,7
31,42
10,8
7,9
13,20
7,4
11,11
4,7
28,34
11,7
21,33
15,14
8,13
6,4
9,10
15,24
43,53
18,15
5,5
9,3
93,123
30,30
19,25
22,21
5,7
8,2
10,6
10,2
28,29
27,27
7,4
42,47
71,73
6,9
7,9
13,12
3,10
56,55
9,4
24,29
6,5
34,28
38,37
10,26
35,33
31,40
58,68
7,4
7,16
9,8
3,9
14,13
14,20
10,10
24,28
6,5
10,17
16,22
5,9
15,21
12,12
24,27
2,8
11,17
22,20
25,23
2,11
14,23
7,3
21,32
22,29
8,17
11,12
10,12
39,36
4,6
26,30
12,2
12,17
6,4
29,30
2,9
8,9
26,31
10,21
33,36
7,3
9,1
8,10
7,12
15,10
7,19
5,10
23,27
9,7
16,13
20,23
11,7
30,24
4,9
9,3
9,6
61,55
2,9
7,7
7,9
24,33
7,7
9,17
5,6
4,7
30,24
7,6
20,23
7,10
9,6
11,9
5,10
8,7
27,29
29,37
14,10
9,3
25,27
13,19
7,12
22,43
21,26
11,10
3,7
19,15
10,20
16,11
8,7
18,15
5,13
4,8
17,26
7,11
10,6
11,7
11,11
23,28
10,15
39,56
25,39
4,7
40,59
27,20
9,13
15,14
2,8
12,30
18,36
6,7
8,3
36,43
21,28
11,12
6,6
4,7
18,12
6,11
10,18
22,24
8,7
21,30
24,14
9,9
67,69
30,25
23,32
21,30
33,43
22,27
7,11
44,42
7,7
27,25
12,21
16,18
22,19
5,10
10,17
4,7
9,3
15,14
8,9
4,8
24,12
40,51
18,16
35,42
22,27
48,60
20,34
7,11
33,38
29,22
9,8
61,66
18,19
4,10
11,10
25,9
9,15
48,44
34,65
26,32
3,8
28,30
45,39
6,10
7,7
14,12
31,38
26,19
4,7
13,8
2,9
7,8
9,11
31,34
12,13
5,5
9,4
20,15
13,27
8,12
5,10
26,32
49,37
8,6
14,18
42,44
13,15
14,27
20,30
13,11
12,9
109,93
7,7
10,5
4,7
8,16
7,10
7,7
7,6
6,6
16,14
11,11
28,27
5,12
13,16
11,2
21,36
2,14
15,21
11,15
18,15
4,7
7,13
24,31
27,26
13,19
10,19
45,40
20,36
12,8
31,25
42,58
5,6
71,90
51,71
18,27
9,17
7,13
9,6
30,27
11,16
16,15
5,11
16,25
4,7
8,8
4,7
6,8
17,22
8,6
17,42
32,31
33,38
12,13
32,35
20,34
6,10
13,17
11,11
7,4
37,37
13,8
10,3
8,11
42,40
19,21
7,4
52,54
3,12
23,28
9,2
24,26
7,8
28,27
21,28
11,13
20,20
8,9
5,5
8,11
78,81
6,9
11,15
14,14
3,7
13,21
11,13
14,12
6,11
55,92
8,10
16,9
35,32
16,15
10,20
22,17
22,20
11,29
8,8
13,9
26,24
4,9
36,24
12,21
15,15
12,12
6,9
8,2
13,5
2,8
5,5
11,17
13,15
20,22
5,6
6,5
8,8
20,35
10,13
4,9
5,13
19,22
8,11
15,17
70,64
7,9
13,15
7,7
6,4
12,13
19,20
10,6
78,58
76,81
15,12
9,17
11,6
37,35
58,59
8,12
22,18
17,6
9,2
4,11
6,5
6,4
5,8
20,20
8,8
5,7
51,65
5,8
6,9
6,4
12,12
18,38
17,22
12,31
14,20
16,15
11,5
6,4
5,7
6,8
58,71
22,15
7,9
5,8
13,11
5,5
3,8
1,9
16,34
5,5
4,6
91,93
6,7
24,37
16,12
9,10
33,41
9,17
6,5
3,11
22,23
9,7
60,49
14,25
5,6
67,103
70,73
6,5
9,14
9,12
9,12
24,31
8,3
18,19
18,17
8,7
37,37
6,8
13,17
3,10
7,9
37,54
70,74
37,48
3,8
50,64
5,6
6,7
68,61
7,8
6,4
6,7
9,17
6,6
5,5
3,7
29,30
4,6
31,31
4,6
38,56
15,4
3,8
67,69
11,7
12,27
3,8
21,20
5,6
6,8
13,12
184,170
7,6
19,37
33,35
74,69
9,5
31,30
21,14
17,8
5,6
10,14
6,7
6,4
23,20
45,40
17,12
15,39
9,15
27,33
19,23
34,42
12,10
19,17
11,23
15,7
3,7
56,66
11,24
7,4
11,11
19,13
16,21
5,11
28,26
8,5
33,22
4,12
8,5
41,42
14,10
7,7
30,28
18,20
51,49
9,9
29,32
11,14
10,18
9,7
44,60
10,3
45,51
8,5
4,18
12,26
7,11
17,6
11,15
55,58
11,16
8,6
11,10
13,10
10,7
47,52
9,7
22,17
7,7
9,3
13,26
7,9
4,9
29,35
69,72
14,13
12,21
12,11
23,23
7,14
4,7
11,13
5,11
26,21
8,5
7,7
10,9
20,23
7,3
20,20
21,36
14,22
37,42
20,19
29,22
23,33
22,24
8,7
21,30
24,14
9,9
12,12
16,14
13,18
29,16
3,7
6,5
9,6
8,9
12,12
5,8
11,8
21,26
15,15
6,7
15,18
10,13
9,9
10,13
18,27
9,16
3,10
63,56
36,36
16,19
12,15
13,12
11,12
17,14
5,5
6,6
11,18
86,89
7,11
6,8
3,12
5,8
6,6
16,23
17,23
18,24
5,5
6,7
10,13
5,7
23,20
33,45
3,7
6,4
33,46
6,10
6,5
22,13
12,16
16,5
8,10
7,6
27,35
14,35
6,8
4,8
7,10
8,8
11,13
10,10
7,7
36,49
7,16
4,7
31,45
5,7
6,8
32,29
16,36
5,5
17,12
12,16
17,21
30,27
23,40
14,9
24,22
24,23
9,6
5,5
10,19
10,8
3,7
11,15
4,7
6,11
11,14
8,7
8,7
22,17
9,8
46,28
8,3
8,7
13,6
14,17
5,8
23,32
7,8
7,19
35,33
11,10
15,9
22,33
6,8
12,12
13,7
25,38
15,17
22,21
6,8
6,17
8,9
16,16
14,13
91,101
3,10
4,8
8,13
12,10
7,9
16,27
6,17
7,6
28,37
8,12
13,13
29,31
8,13
6,12
20,39
5,9
12,8
10,2
37,37
9,10
10,14
46,68
4,6
26,30
20,30
8,7
4,7
5,10
11,19
2,10
14,10
39,45
45,49
3,10
15,25
13,28
4,13
14,22
5,8
164,161
50,54
5,7
32,40
33,34
25,13
12,20
24,31
31,39
8,16
5,5
8,10
10,8
6,5
9,6
6,5
51,42
19,16
14,21
8,8
128,91
7,9
11,19
6,7
14,21
11,10
10,14
6,8
8,9
36,43
11,10
12,10
26,22
3,7
6,4
12,38
11,15
25,19
14,14
12,23
11,12
19,20
10,6
78,58
76,81
15,12
5,5
8,9
8,10
18,32
92,96
5,6
13,25
5,13
14,20
20,26
8,2
9,12
8,11
26,17
4,7
19,14
29,26
14,14
20,21
3,10
5,11
8,5
30,39
57,79
22,16
3,7
7,8
11,8
4,6
5,6
49,53
72,73
7,6
32,39
8,10
7,5
9,10
4,7
6,15
81,86
27,49
15,9
5,6
50,56
13,21
22,28
12,14
17,16
3,8
18,25
5,7
3,9
5,7
9,10
51,54
9,14
9,6
15,10
16,29
42,60
25,44
5,13
18,7
27,36
8,10
13,13
8,16
7,11
38,42
16,12
4,6
18,15
20,30
19,11
4,6
12,10
46,70
12,19
15,21
3,9
17,22
4,12
12,11
4,7
43,49
11,7
35,39
3,7
6,5
14,16
11,13
17,19
106,111
3,14
14,17
17,29
16,14
95,115
7,6
50,56
24,28
6,4
14,19
14,11
11,9
4,6
14,7
9,6
49,68
30,38
19,22
13,12
43,49
37,33
10,8
30,27
12,16
29,46
44,60
3,9
8,5
14,22
6,7
12,8
9,13
9,27
9,13
7,9
16,23
33,37
7,6
13,24
7,20
28,16
6,4
6,7
11,5
4,6
18,21
78,93
19,27
25,25
31,37
11,4
3,7
13,12
9,13
9,7
27,27
14,24
21,9
20,11
7,13
73,102
13,15
32,22
18,16
25,36
16,14
5,5
21,18
49,47
5,5
14,21
11,14
50,56
8,5
9,13
16,15
31,37
11,8
14,6
4,6
8,10
8,2
2,9
94,107
18,23
10,4
45,55
6,6
6,4
33,47
25,42
67,58
53,69
5,7
14,14
6,6
20,44
24,33
71,65
22,13
5,12
36,33
27,18
6,11
29,35
12,17
6,7
12,12
16,14
13,18
29,16
3,7
4,8
6,13
9,17
5,7
22,21
11,9
32,34
4,6
27,24
13,8
6,6
8,11
6,8
34,38
16,18
6,4
9,7
20,14
8,6
21,24
6,4
14,21
18,15
4,8
17,22
20,23
33,23
17,26
14,17
17,22
16,24
13,11
6,9
7,10
6,12
7,9
5,8
15,24
9,5
19,10
8,8
14,14
9,9
15,10
49,56
11,8
17,21
3,7
56,59
9,7
13,17
5,11
17,24
4,7
35,57
4,9
5,6
4,8
6,8
6,4
44,46
6,4
14,8
12,12
69,70
6,4
5,5
17,25
78,85
38,42
10,24
38,71
52,57
6,15
10,17
10,8
20,26
12,12
25,26
9,18
29,36
16,14
11,14
39,46
10,16
27,29
27,23
13,18
4,10
13,11
16,17
8,15
17,19
18,25
12,9
38,34
6,10
9,2
14,9
21,13
5,5
40,33
38,33
88,95
7,4
2,13
12,11
5,8
47,57
23,26
28,43
31,40
5,5
7,9
3,8
25,19
20,19
13,9
4,6
42,52
4,6
9,10
6,6
56,67
5,11
4,7
14,12
29,27
7,4
4,11
12,10
15,13
16,9
42,56
46,23
8,9
9,2
60,64
23,18
7,9
25,25
4,6
3,10
106,92
2,9
24,24
29,18
7,4
44,50
3,8
3,7
7,9
25,34
6,4
8,12
6,6
8,9
19,11
9,5
10,6
19,19
10,9
44,66
10,15
33,34
6,5
6,8
6,6
5,7
6,5
33,40
7,7
16,13
8,5
11,8
10,9
8,7
5,14
16,28
8,14
18,15
5,12
7,8
10,12
10,11
83,84
10,12
4,6
7,4
8,11
20,14
11,19
7,7
5,12
22,16
4,6
17,18
59,77
13,6
46,47
5,5
8,9
8,10
18,32
92,96
4,16
7,10
8,13
25,34
14,9
3,7
5,8
24,25
14,18
25,30
18,16
17,24
16,17
5,10
11,9
21,25
3,8
35,32
12,9
8,6
98,118
6,6
11,27
7,10
6,14
36,47
86,95
25,20
6,6
11,6
8,4
11,13
2,8
3,10
11,6
36,48
9,5
6,4
14,15
12,14
48,56
17,40
6,11
7,14
19,22
10,10
6,9
16,22
8,9
11,7
14,14
18,17
69,101
10,17
5,13
10,9
19,27
3,11
18,29
11,7
100,107
20,16
6,4
5,8
13,17
65,84
76,78
5,10
55,55
7,16
41,40
6,12
19,31
32,39
9,16
11,23
15,17
4,6
18,14
6,7
11,6
33,43
41,50
6,5
6,7
88,98
9,12
27,58
30,38
18,20
6,11
7,7
9,17
8,8
31,26
28,41
5,10
58,75
24,20
8,4
11,11
43,20
15,11
16,17
5,7
22,21
5,10
13,18
32,27
5,7
13,13
6,9
116,99
26,39
12,10
15,30
14,9
3,8
6,7
5,8
10,10
7,9
17,11
6,6
12,11
43,35
12,11
24,12
31,29
9,6
10,2
28,37
12,26
15,16
30,36
14,9
63,69
17,9
23,32
9,18
17,13
12,20
16,12
15,28
9,18
17,24
12,13
5,14
4,8
6,5
5,5
9,15
23,40
6,8
5,6
3,13
6,5
16,15
8,13
27,44
29,18
6,12
4,11
63,70
6,25
7,16
27,32
26,20
23,31
3,7
7,12
7,3
6,7
15,16
7,5
45,34
19,18
4,9
6,5
5,6
2,8
20,10
6,7
4,8
58,75
3,8
14,8
6,6
4,11
5,5
14,11
4,7
4,8
8,9
23,23
110,131
9,3
10,12
20,19
12,21
4,8
6,13
9,17
5,7
22,21
21,20
6,4
41,45
5,5
28,43
9,9
18,17
6,10
23,29
10,8
17,17
4,6
4,7
21,30
7,11
18,20
11,5
5,12
33,39
5,16
7,3
9,4
16,18
32,45
15,24
4,6
15,23
24,23
12,9
9,6
18,25
7,11
11,13
8,5
3,8
2,8
23,31
29,31
19,10
13,14
8,4
17,17
7,17
9,10
8,4
14,11
50,55
6,10
8,8
13,20
6,9
53,65
9,1
75,105
9,5
5,19
5,7
29,15
14,13
12,11
7,8
40,47
8,3
9,18
13,34
6,8
43,54
22,22
9,7
5,5
42,50
9,8
4,6
44,54
25,27
12,17
18,20
9,11
15,13
18,23
7,5
11,15
33,34
9,7
3,12
54,50
14,28
7,12
11,20
33,40
14,6
6,8
23,32
15,19
7,4
12,14
18,11
13,36
25,33
43,51
10,17
16,9
12,4
37,38
40,62
10,16
3,7
8,8
7,3
9,10
10,7
7,12
20,42
6,10
10,11
10,2
6,5
16,24
14,30
10,9
27,30
23,35
62,53
5,5
17,21
4,10
10,22
13,14
35,45
15,9
27,23
2,8
21,30
9,20
7,12
7,3
9,13
6,6
46,40
26,26
7,14
51,65
51,72
64,61
4,8
8,9
6,9
10,10
2,9
13,12
17,22
16,20
7,10
12,8
15,17
8,11
15,9
50,58
5,5
21,23
2,8
14,6
16,17
11,18
7,12
7,4
13,11
12,15
49,59
15,19
30,41
10,4
9,9
3,15
26,12
36,41
8,11
12,10
9,6
18,11
7,10
7,4
10,11
2,12
8,4
6,4
13,9
20,12
30,27
3,8
5,6
9,15
5,7
48,48
13,8
35,32
5,7
16,17
6,7
6,7
4,16
7,10
8,13
25,34
14,9
19,21
37,50
12,20
10,8
7,10
36,29
13,10
36,49
15,37
8,5
5,5
45,56
9,14
18,13
5,5
22,27
6,12
7,6
37,52
20,10
10,14
21,25
8,7
13,28
21,27
11,16
18,22
10,7
6,4
15,7
6,6
5,6
11,14
5,11
17,23
27,23
8,8
8,9
6,9
6,8
10,5
11,18
33,43
15,23
7,4
5,7
29,34
16,29
9,5
8,3
17,18
98,87
25,23
6,4
27,26
77,68
10,7
13,17
4,13
7,14
6,5
16,17
8,8
5,9
64,57
17,28
18,19
7,9
4,10
5,5
30,27
9,6
10,15
7,3
13,13
98,101
26,24
10,14
5,6
6,12
7,13
15,14
23,38
34,41
4,8
16,17
37,28
19,11
6,8
10,12
6,7
24,35
23,33
16,18
9,10
12,12
6,5
39,49
5,9
12,22
12,9
14,16
10,15
33,44
16,19
11,11
15,14
31,23
17,18
8,5
5,6
6,16
84,88
63,68
18,18
16,13
80,101
12,20
68,71
6,5
3,13
5,7
12,3
89,65
3,9
11,11
12,17
8,6
28,35
9,8
78,75
50,50
27,33
24,32
4,16
12,7
7,9
3,7
28,43
30,33
27,24
62,80
5,10
14,18
28,28
6,7
8,10
10,11
32,46
56,64
3,8
13,19
10,4
10,17
15,22
18,27
57,50
6,17
6,4
8,7
13,25
29,34
31,39
17,15
11,12
27,23
10,15
8,9
11,17
17,19
5,10
35,41
9,15
5,6
13,13
11,3
208,219
20,23
10,7
78,83
7,8
23,28
7,13
10,3
11,19
13,9
14,13
24,11
12,9
7,5
7,11
20,13
45,46
26,24
8,11
10,18
3,8
13,6
8,10
4,6
21,20
6,4
41,45
5,5
28,43
5,12
12,11
7,7
51,41
21,33
5,5
3,12
5,6
5,9
6,4
20,24
4,6
16,13
12,17
7,10
2,10
18,22
28,44
17,23
18,26
11,14
13,14
4,9
7,5
44,44
10,14
5,8
17,15
26,34
34,40
18,19
9,1
5,8
14,6
4,8
5,6
7,8
7,7
9,15
76,90
8,12
8,11
15,10
9,3
12,19
4,7
108,114
10,17
7,7
5,5
16,14
17,20
11,20
3,8
8,9
20,18
6,4
35,39
13,23
6,4
11,17
10,2
22,18
9,12
15,13
38,43
8,2
6,6
9,11
24,23
18,21
4,6
39,35
25,30
7,7
15,17
54,51
8,12
25,27
6,9
23,27
42,45
14,16
15,11
29,37
5,5
7,23
45,58
13,12
23,23
15,11
56,70
9,7
10,8
9,4
5,10
7,9
6,4
5,10
8,10
25,28
14,16
19,28
28,33
13,24
71,90
6,10
10,5
12,6
80,83
16,20
9,2
3,11
14,20
8,14
24,23
6,4
12,14
12,22
34,27
70,83
13,12
13,13
8,16
12,22
12,11
10,10
24,33
4,6
4,19
29,26
64,81
22,24
7,9
12,20
30,39
9,19
7,12
34,28
52,72
7,6
102,111
8,9
7,11
4,6
7,7
12,8
6,13
29,30
5,6
98,96
4,6
19,17
33,27
26,16
8,7
4,12
9,10
8,14
7,6
31,34
5,5
5,8
6,18
6,7
7,8
6,11
5,9
41,46
8,9
17,9
7,12
5,10
16,14
8,14
25,29
5,13
23,16
19,20
26,29
30,37
6,8
23,40
26,24
11,9
88,95
4,7
6,5
35,48
98,97
25,16
7,12
5,5
16,18
13,7
10,10
16,9
24,16
9,4
17,18
19,21
37,50
12,20
10,8
7,10
4,7
9,4
4,6
7,5
5,8
4,11
15,18
5,5
2,10
7,8
5,8
21,21
11,3
24,38
4,9
75,71
10,13
11,17
19,15
55,46
16,15
6,7
61,60
10,7
5,9
99,81
9,9
8,5
4,7
17,3
11,9
10,7
5,11
7,8
5,5
11,11
13,13
44,56
7,11
9,10
6,8
5,5
15,18
14,14
4,8
10,17
4,15
8,12
30,49
4,6
5,7
11,15
7,4
6,5
7,4
17,20
11,9
5,6
18,22
10,14
69,73
5,9
15,15
10,17
12,14
29,30
5,7
9,4
8,9
2,8
7,8
12,11
4,7
54,55
14,18
57,60
7,4
58,49
15,15
52,29
26,24
12,11
12,6
15,15
7,3
6,8
10,6
19,22
21,28
25,23
14,16
5,7
21,29
26,37
6,7
5,7
10,11
6,10
5,10
12,20
30,21
12,10
7,8
22,33
8,2
11,11
33,28
20,15
8,11
6,13
11,7
8,9
23,23
3,8
2,10
4,13
44,55
17,24
7,10
3,9
10,17
30,36
7,3
125,125
43,42
47,71
11,9
24,30
10,11
10,10
44,47
32,38
5,7
5,9
25,28
9,6
10,0
5,7
29,48
20,19
6,6
2,11
34,35
21,25
10,14
10,8
11,15
50,60
15,16
6,6
18,28
5,5
6,6
3,8
10,9
4,8
2,8
63,66
5,6
5,5
6,5
17,34
27,26
30,23
5,11
1,9
8,5
50,47
15,5
12,13
14,10
8,7
8,5
7,13
9,3
16,12
35,25
13,15
11,6
41,49
36,45
58,67
14,14
20,19
5,8
18,18
7,13
9,6
9,5
11,10
23,18
22,16
27,44
97,109
5,5
6,8
4,7
8,8
6,4
15,19
5,12
12,11
7,7
51,41
21,33
5,5
7,10
17,22
10,4
7,11
31,20
14,28
23,29
8,2
6,7
26,44
31,60
8,9
24,36
6,5
49,58
4,7
14,14
14,21
31,31
5,6
62,53
76,74
11,4
19,32
42,53
5,6
3,7
21,19
7,10
5,5
7,17
39,48
8,8
7,6
53,41
8,7
46,47
5,6
12,16
14,17
8,12
17,14
9,10
7,12
166,178
20,15
4,6
18,10
14,27
5,7
8,6
3,15
20,33
16,10
6,4
14,11
18,35
6,6
6,9
71,69
8,8
5,5
16,22
10,16
6,7
9,17
5,8
36,50
10,7
7,11
6,8
6,10
17,22
3,7
15,11
25,33
11,14
5,6
14,8
8,14
30,44
13,10
6,7
2,11
6,6
5,6
14,25
6,7
10,19
32,37
34,32
33,16
7,8
23,34
12,12
18,12
13,19
14,22
15,33
6,9
27,42
38,49
4,8
8,9
4,8
5,15
2,9
3,10
30,25
5,7
39,33
14,14
5,5
10,10
11,32
7,6
25,30
13,8
5,12
36,40
10,12
38,52
6,9
6,14
5,8
32,48
16,27
44,47
16,23
8,12
54,70
7,7
4,6
11,6
14,15
19,15
12,18
10,8
5,10
8,10
17,11
4,7
7,9
7,6
19,18
37,53
18,16
8,5
33,50
7,7
12,8
16,12
23,19
7,4
21,9
26,19
3,7
14,12
63,87
11,12
7,15
6,10
4,9
28,31
6,11
1,10
10,7
3,10
3,9
6,4
16,15
74,72
12,4
5,7
52,47
5,7
8,7
10,15
17,18
10,8
21,27
13,19
13,11
13,11
9,12
7,7
16,31
5,10
6,12
7,6
56,60
5,6
14,17
15,11
24,39
27,37
19,19
31,26
21,21
4,7
9,4
4,6
7,5
5,8
12,26
6,10
11,2
6,5
64,68
5,6
9,7
14,12
23,26
6,10
15,22
10,13
4,6
49,37
9,15
9,5
5,7
13,20
34,48
22,23
7,8
33,36
10,7
25,19
33,45
11,10
20,19
27,35
15,15
6,10
9,9
51,61
21,21
14,10
28,26
12,3
14,16
50,55
20,11
24,18
15,18
11,11
26,41
3,7
18,25
15,18
12,13
14,12
20,27
13,5
52,60
11,6
4,6
5,10
5,7
7,11
6,11
18,31
17,21
6,10
17,8
12,14
6,14
11,7
8,8
28,31
31,26
5,17
65,79
16,16
11,16
8,8
4,8
22,24
13,10
5,23
4,6
55,68
10,17
5,5
54,57
18,21
6,11
39,35
4,6
23,23
16,8
5,8
11,19
6,10
64,67
41,48
4,7
5,9
5,5
8,15
8,16
25,27
19,23
5,10
13,8
4,8
16,18
14,16
5,7
9,7
9,15
62,77
7,9
36,59
19,22
11,32
8,4
10,11
9,14
19,22
52,47
12,17
11,9
74,77
5,9
6,4
79,94
8,8
13,13
9,14
8,6
34,41
12,11
7,3
8,13
18,16
5,5
7,5
6,7
4,6
8,12
8,11
24,23
6,8
20,20
15,9
25,32
25,23
15,25
11,11
86,77
6,14
11,14
5,6
5,13
33,34
9,6
22,22
7,9
6,12
5,13
16,20
14,22
11,21
3,12
7,6
15,5
12,5
15,13
29,51
6,6
20,19
26,34
9,10
15,12
4,12
11,5
8,2
9,10
5,6
46,41
9,17
3,11
5,5
7,10
6,8
41,51
29,32
24,34
5,5
9,10
19,30
7,9
33,32
15,15
9,11
22,35
9,15
8,9
8,11
24,18
23,23
42,56
113,120
5,5
7,10
17,22
10,4
7,11
5,8
6,7
5,5
5,6
5,5
13,25
4,6
4,7
5,5
5,5
4,6
6,5
20,31
10,14
8,8
11,11
4,6
8,13
14,13
6,10
4,6
32,7
18,28
5,8
14,22
3,7
12,9
7,4
19,26
48,62
5,6
6,17
9,6
15,11
14,10
16,14
17,20
15,13
10,19
11,8
6,11
52,66
33,55
16,31
30,43
21,26
33,34
7,4
44,51
9,16
18,14
5,6
5,5
7,11
24,19
4,9
21,17
10,3
4,7
8,6
23,34
10,12
4,18
3,8
18,9
9,12
7,7
13,12
12,22
9,9
73,86
4,7
10,2
22,42
34,33
5,6
6,14
6,6
7,4
7,3
9,17
19,18
3,8
17,23
92,106
7,6
5,8
21,25
11,8
6,13
6,13
23,29
6,7
60,52
10,13
20,33
25,29
18,21
35,33
5,5
81,83
48,52
44,33
31,33
28,42
18,19
24,48
8,2
15,21
7,5
14,14
5,8
6,8
7,7
10,11
10,10
5,18
15,6
18,18
31,38
10,20
25,16
19,36
5,6
23,29
11,27
51,58
40,33
8,7
3,7
15,24
4,7
8,10
21,21
9,21
4,12
15,15
57,62
5,6
12,11
39,39
22,29
6,4
4,7
47,43
17,19
7,6
28,18
2,11
54,47
7,9
20,25
9,10
18,16
5,5
11,4
57,60
26,32
7,5
32,36
45,49
13,17
13,12
13,18
5,10
12,4
6,4
13,8
8,8
10,5
7,11
27,33
5,9
10,2
20,23
19,21
6,8
9,13
35,41
3,7
9,15
7,8
16,24
21,23
50,45
11,5
9,15
3,7
23,32
8,6
5,6
9,3
7,17
9,17
23,22
3,8
4,7
20,27
11,12
8,6
12,26
6,10
11,2
6,5
64,68
5,18
6,10
5,7
64,91
24,37
6,4
5,7
5,7
6,11
6,4
6,11
13,19
4,6
19,28
6,16
