wins,loss
6,10
12,37
4,12
21,28
31,39
9,20
11,20
25,25
6,17
33,36
9,13
2,8
17,25
36,43
40,57
3,9
10,14
1,9
28,29
9,13
6,14
1,10
6,11
7,29
9,22
14,15
18,22
55,57
1,11
4,9
2,8
29,48
10,18
9,14
40,56
6,12
18,25
20,34
37,59
19,23
86,94
32,59
11,23
29,45
4,9
5,15
6,12
5,11
3,12
16,23
18,31
1,9
28,31
47,71
16,21
17,22
22,32
2,8
9,12
44,21
3,13
0,13
5,13
42,39
3,11
16,16
9,25
37,45
65,71
6,9
4,10
5,13
54,61
20,35
18,44
9,17
12,25
22,29
13,17
7,12
5,17
10,18
31,41
36,48
21,33
3,10
11,21
21,61
13,20
5,9
68,85
19,38
21,43
28,31
16,14
73,84
55,80
8,14
24,28
29,53
44,57
70,72
25,29
0,13
1,103
20,27
15,23
39,59
2,9
15,26
3,18
4,12
12,26
56,77
24,30
7,15
40,46
2,8
8,17
20,31
4,15
7,9
2,8
73,86
4,10
31,46
6,13
14,17
48,63
12,19
8,9
2,14
18,18
6,15
9,17
3,15
5,8
34,65
37,51
18,34
5,15
2,10
3,12
35,39
21,35
31,44
7,13
0,12
31,39
8,13
18,28
13,16
77,94
57,59
20,22
20,32
5,14
10,15
6,15
7,19
13,21
8,27
11,13
10,46
8,15
9,19
50,71
8,10
2,12
30,40
44,53
2,10
43,47
6,11
25,34
3,13
31,53
5,11
24,58
29,43
3,9
11,13
7,16
77,108
3,14
21,26
8,18
19,24
96,121
27,36
21,34
12,11
30,36
5,9
21,25
6,9
9,11
26,29
2,9
23,60
16,24
137,165
3,10
3,14
6,12
14,20
1,10
35,39
7,28
20,46
2,9
2,10
23,34
8,12
11,23
5,15
1,9
3,9
28,43
32,54
54,62
48,52
25,49
15,23
9,13
19,27
37,54
5,12
10,17
9,13
26,48
34,31
66,84
29,53
0,10
3,10
4,22
9,19
2,12
18,21
26,33
4,12
4,24
37,52
10,17
18,37
70,89
12,30
15,21
5,10
3,9
49,108
4,13
38,50
16,24
22,35
5,29
13,21
26,47
19,32
5,18
4,17
11,18
71,82
3,21
15,22
50,60
23,38
24,22
10,19
70,88
13,15
63,71
27,27
43,60
77,81
23,46
9,19
6,13
15,19
59,73
9,14
39,60
4,12
21,26
17,29
4,14
5,15
4,12
17,26
39,52
44,56
1,9
63,74
36,42
19,25
1,9
5,9
1,9
1,9
14,30
21,37
3,12
51,54
19,30
13,26
38,50
16,29
51,61
4,22
9,12
13,17
16,22
21,33
11,18
33,51
10,16
22,31
32,55
21,33
7,10
21,24
29,39
22,27
26,34
13,28
65,64
54,72
22,23
2,8
20,29
41,45
1,12
1,10
7,17
16,43
5,13
6,18
8,11
18,35
28,31
4,13
9,20
6,14
10,18
7,11
11,14
4,15
34,47
9,10
15,19
63,63
3,11
14,22
1,9
47,43
3,12
12,11
22,29
12,24
21,36
22,28
3,8
17,26
13,16
15,22
68,90
9,24
5,8
15,20
35,48
11,18
125,189
8,19
11,23
7,32
11,19
40,41
60,71
6,12
4,13
5,12
2,10
22,39
13,17
1,9
47,74
7,11
14,22
41,53
5,12
3,11
37,43
17,21
3,12
3,15
2,8
8,14
3,11
39,49
11,20
15,21
33,40
4,9
9,14
17,23
1,11
47,53
1,11
26,39
15,21
39,69
19,35
8,12
8,16
31,68
20,20
4,22
8,15
40,57
3,9
10,14
1,9
28,29
32,37
5,14
26,36
24,40
16,19
21,35
20,25
7,14
60,61
71,83
14,23
2,12
20,25
13,18
128,148
33,61
1,9
10,14
15,26
13,17
6,16
1,11
5,14
20,25
13,21
35,67
62,81
5,12
2,9
33,43
6,20
58,83
21,31
7,15
6,16
3,16
58,64
11,17
18,31
8,14
15,25
1,11
29,29
18,30
6,23
13,18
4,9
0,11
33,47
7,15
7,11
17,28
18,29
0,10
3,12
26,30
30,30
55,73
50,73
6,15
21,28
3,16
14,19
19,29
3,11
18,18
140,169
14,18
6,13
7,36
15,19
12,12
17,19
43,48
20,39
36,44
42,81
36,37
50,44
6,15
5,9
7,12
14,27
28,38
34,54
18,19
76,102
11,16
5,9
4,15
18,21
1,14
1,11
27,29
2,18
5,15
5,18
5,11
7,23
8,17
2,11
39,123
20,34
28,35
12,25
15,12
12,20
2,9
2,8
49,65
4,10
4,20
20,20
21,39
24,29
2,8
12,15
16,31
12,22
31,44
17,26
13,25
1,9
17,22
15,21
2,14
41,48
4,11
2,10
8,12
66,85
13,28
9,17
6,10
13,24
9,17
8,17
9,17
6,13
13,31
6,14
20,21
3,11
7,15
6,11
6,20
0,10
3,15
2,9
21,31
6,12
63,99
10,18
8,15
34,44
13,27
13,18
1,12
2,15
13,18
43,59
5,15
59,97
2,8
1,11
9,16
12,17
4,19
3,11
28,61
3,13
16,22
3,10
31,30
8,12
19,31
28,48
7,17
2,10
5,8
5,29
36,59
1,11
6,19
29,41
6,24
24,30
8,12
12,18
47,53
4,11
0,10
10,18
74,97
22,28
9,11
11,19
26,37
19,28
3,12
32,54
54,62
48,52
25,49
15,23
62,69
2,9
3,12
9,13
13,21
8,17
47,78
38,44
2,8
19,24
70,84
15,24
2,10
10,51
2,9
49,62
17,21
7,25
16,56
24,21
17,19
10,25
73,90
2,13
16,19
5,14
0,18
8,16
18,28
24,37
3,11
31,50
10,18
3,10
71,79
0,13
12,16
20,28
1,10
29,43
19,28
7,12
2,8
0,11
4,12
10,22
13,12
14,20
5,13
32,52
18,21
93,113
1,10
3,7
14,27
21,33
19,42
9,14
13,18
27,31
9,21
2,8
7,14
2,13
10,16
4,11
5,13
11,27
14,17
2,8
10,23
1,11
3,16
13,33
69,92
11,12
7,10
12,17
15,20
33,46
2,9
5,13
1,11
3,11
80,82
44,60
20,19
16,21
8,14
1,12
26,34
8,15
54,55
12,15
7,8
82,91
10,18
7,15
8,14
12,24
31,40
1,10
5,11
10,17
32,66
40,48
5,14
3,7
3,7
30,46
14,23
27,38
25,31
4,13
25,32
34,59
3,13
4,11
17,29
64,76
21,29
22,28
2,8
25,44
2,16
18,24
35,56
34,48
0,11
7,17
24,49
28,42
16,27
24,28
19,28
37,55
5,15
1,11
5,8
9,18
37,64
63,96
15,23
23,37
24,29
24,32
1,9
28,43
9,19
9,18
22,45
27,41
8,21
13,27
26,42
3,9
23,33
70,102
22,45
8,11
2,10
29,44
7,16
41,44
24,28
5,9
27,37
3,18
26,24
12,16
10,15
14,19
7,13
5,13
34,46
0,10
38,57
26,26
11,18
2,10
6,17
11,24
5,15
31,47
3,10
6,25
24,27
41,45
17,26
9,11
2,10
54,65
8,24
47,56
77,100
7,13
9,13
27,46
1,12
16,19
32,37
5,14
26,36
24,40
16,19
19,29
53,104
54,66
83,105
14,41
34,50
66,83
7,18
11,25
16,40
64,92
12,50
3,13
1,9
4,16
14,28
3,13
9,29
70,84
22,38
75,118
24,27
34,45
77,109
30,64
17,48
36,73
113,143
1,9
68,80
16,37
15,53
7,16
29,52
4,44
27,41
97,130
66,101
25,55
36,66
39,83
17,48
15,27
31,56
51,108
48,51
26,51
14,34
17,55
9,42
17,53
65,110
2,13
13,28
28,39
153,172
11,44
2,19
33,60
10,36
50,80
9,39
0,13
3,26
102,117
3,20
52,89
17,51
4,16
35,87
7,17
28,37
1,11
14,19
1,10
12,15
13,43
5,32
91,134
28,41
11,21
1,36
24,61
41,76
8,40
4,35
5,42
1,11
16,49
21,43
50,91
35,58
27,68
0,10
34,73
56,118
0,10
3,10
14,52
9,40
29,77
13,47
32,48
67,119
4,39
47,88
20,60
21,42
8,11
4,39
44,82
0,29
41,100
15,55
8,20
17,54
25,63
35,82
13,52
5,23
1,14
8,18
54,76
6,11
11,28
11,23
14,56
35,78
1,10
30,81
13,52
16,48
43,79
11,43
22,38
0,35
3,8
8,19
31,47
52,62
32,50
58,72
11,18
30,57
4,19
16,19
42,44
1,9
1,9
7,49
4,10
16,15
24,37
18,28
34,50
2,10
21,34
48,54
8,24
21,50
4,12
15,21
49,82
41,44
18,32
46,56
34,33
30,44
3,12
33,53
2,9
4,7
12,17
6,13
11,10
3,12
48,85
2,8
17,24
19,23
31,56
10,18
3,11
8,17
19,30
11,11
6,16
44,60
11,16
40,55
35,44
107,165
12,36
12,21
29,39
24,31
5,30
14,19
32,39
48,53
62,69
2,9
3,12
9,13
13,21
6,15
45,45
7,21
1,10
7,13
26,43
75,122
38,44
33,40
20,53
47,71
10,24
65,77
84,131
1,12
49,67
155,179
1,22
2,10
25,44
70,78
40,60
81,82
12,29
16,44
12,16
12,27
12,15
13,26
13,19
13,32
9,20
51,74
5,12
2,9
45,60
23,29
49,58
6,14
31,29
142,161
23,34
8,14
14,40
1,10
22,33
25,35
5,25
0,11
16,55
47,69
33,67
19,27
10,16
2,11
87,98
6,20
28,37
17,30
13,27
16,30
75,90
17,32
4,19
15,29
4,15
114,141
106,125
6,20
61,60
1,10
14,21
13,26
21,39
5,16
7,24
9,22
3,18
22,44
80,94
23,38
8,20
55,76
23,38
1,9
26,35
24,62
41,46
7,14
19,28
2,8
10,30
5,16
16,31
23,42
107,158
1,9
21,46
114,137
16,25
17,30
16,20
37,60
41,51
8,38
29,55
86,111
2,10
12,19
2,18
2,12
41,53
15,39
83,120
225,242
25,23
23,24
60,92
6,29
21,36
3,13
51,69
2,9
10,48
10,16
23,41
3,9
5,17
6,31
40,62
2,13
37,43
0,16
46,62
93,130
1,9
13,36
61,93
1,13
6,12
4,13
5,11
25,65
7,22
19,41
25,39
115,140
3,13
58,76
0,12
32,78
21,39
0,11
23,46
19,63
24,87
11,52
23,32
5,22
60,88
10,28
30,48
1,14
10,21
43,70
33,57
13,15
87,98
25,36
13,39
32,72
7,17
30,73
6,17
44,101
8,29
9,31
12,43
3,15
52,85
47,81
42,75
19,65
6,15
0,10
6,24
51,96
22,85
31,73
10,26
30,46
57,88
43,72
1,10
4,12
2,15
7,18
159,195
17,41
18,25
19,29
53,104
54,66
83,105
14,41
16,23
3,9
61,79
15,20
69,102
19,27
22,25
5,9
7,11
16,27
12,19
30,35
44,58
17,36
22,22
16,31
6,28
27,34
30,37
42,52
63,96
2,12
8,22
57,79
0,10
0,14
34,68
85,142
21,32
20,24
36,36
61,82
93,112
14,26
17,27
9,21
53,49
6,11
65,128
2,10
7,13
97,109
3,8
1,13
2,15
19,49
11,29
73,95
2,12
22,25
8,18
19,53
15,21
10,21
1,11
2,8
15,58
11,28
51,66
20,28
23,39
6,17
24,57
32,35
1,11
13,37
31,50
17,35
18,35
19,34
13,22
56,85
12,23
3,22
22,33
0,10
25,45
25,29
32,61
12,38
20,35
3,18
28,49
12,39
31,43
7,18
42,55
12,18
66,76
14,20
25,38
4,12
10,19
6,21
13,21
2,14
5,12
4,19
2,10
14,20
10,21
12,30
0,12
2,10
18,46
16,34
10,46
5,11
25,38
23,34
26,43
21,25
28,65
63,103
11,39
38,61
17,21
39,76
14,21
35,41
13,14
34,48
2,26
0,11
15,39
7,15
39,45
26,69
63,84
60,65
49,60
67,68
28,58
45,50
4,14
13,47
14,39
40,50
1,10
8,13
22,37
16,70
37,53
34,46
23,32
5,12
20,62
34,48
19,29
21,59
80,78
0,13
6,22
2,9
12,18
10,40
22,46
5,32
26,31
10,18
24,41
16,23
1,11
35,54
34,46
15,32
82,93
10,22
10,45
11,29
20,41
29,59
81,96
26,50
25,50
2,9
16,38
6,17
6,20
4,10
10,32
29,50
2,17
16,39
15,18
30,34
2,14
25,51
4,14
10,29
9,32
13,37
15,28
4,13
23,34
14,26
13,24
8,12
37,54
9,44
6,15
45,45
7,21
1,10
7,13
3,8
30,27
18,43
33,50
44,45
15,27
30,77
15,23
67,89
26,29
15,23
30,37
41,49
51,72
5,15
27,37
25,35
46,64
1,9
4,10
23,44
19,36
0,22
17,31
4,9
94,113
35,65
55,73
75,90
12,18
34,50
62,62
16,29
14,19
41,58
4,14
4,32
46,63
8,18
31,41
18,35
2,9
35,44
7,22
5,17
2,9
11,25
24,39
38,40
1,16
8,11
2,9
10,30
17,44
6,14
4,18
6,17
9,34
12,22
73,101
44,79
26,34
4,12
39,59
18,29
7,12
26,46
15,20
10,13
13,26
81,95
3,11
8,36
11,19
18,16
10,18
55,123
1,10
63,85
38,77
32,39
37,52
2,12
13,23
12,11
3,13
44,56
2,10
1,10
8,13
9,36
8,49
43,54
11,28
2,12
6,23
28,53
10,21
21,30
16,30
44,54
2,8
16,18
9,19
35,57
2,9
4,14
8,14
20,23
4,12
6,19
14,27
31,35
30,52
27,39
2,9
9,15
19,55
19,30
4,18
9,12
29,37
5,10
33,41
6,17
12,16
76,90
88,107
31,48
15,22
1,12
2,8
22,35
12,17
37,53
9,20
10,39
19,33
29,56
5,17
4,11
8,12
28,34
2,11
11,15
23,39
54,54
1,10
14,20
25,39
5,17
17,43
47,73
4,14
6,18
1,13
33,36
70,78
61,93
13,40
26,56
1,14
5,9
5,16
0,11
67,78
23,28
45,59
26,46
29,48
1,9
57,60
34,53
9,14
3,7
1,12
8,19
7,20
10,19
2,11
10,18
28,44
6,37
66,77
8,19
47,69
8,19
1,24
68,105
13,18
3,9
7,14
32,52
3,9
15,50
5,13
23,47
18,32
10,14
122,180
16,23
3,9
61,79
15,20
69,102
7,16
17,37
32,47
1,10
19,30
29,30
40,60
3,10
7,16
89,107
122,138
22,36
20,27
3,8
50,52
30,57
27,40
3,9
20,30
1,13
4,11
32,36
10,22
36,53
11,15
11,25
2,10
27,39
7,14
20,33
3,13
55,59
1,11
1,9
5,15
16,19
22,29
39,50
9,16
7,20
10,18
1,12
3,25
16,26
18,28
27,25
3,19
15,18
42,51
28,65
1,12
11,25
38,60
23,33
13,41
34,54
31,32
9,20
17,27
37,62
1,10
2,10
24,28
20,21
55,84
175,216
73,70
10,13
32,39
58,69
14,25
21,22
0,11
22,38
7,11
22,30
52,74
46,57
37,46
9,22
15,42
11,22
43,68
4,14
3,14
14,30
8,16
46,48
56,66
3,18
8,16
26,43
2,9
7,17
21,44
38,67
0,10
4,26
40,70
16,31
13,22
42,61
33,40
40,79
77,89
17,61
59,54
16,26
1,10
2,11
14,35
19,22
11,25
10,18
7,16
35,56
3,9
14,31
15,25
23,49
21,33
59,72
3,10
2,9
29,58
11,12
3,8
63,100
73,128
38,69
23,41
9,17
68,69
4,16
0,10
5,22
2,11
1,11
8,18
25,42
11,17
9,15
3,12
63,93
27,44
24,44
22,41
16,17
46,62
3,8
3,7
1,12
23,26
28,69
1,10
3,13
12,38
8,26
2,22
64,77
5,24
29,50
68,86
54,67
38,43
21,29
12,19
1,19
17,48
15,51
11,17
11,23
8,15
60,80
19,25
25,26
31,35
11,12
26,28
10,26
18,40
37,48
21,40
12,18
8,16
23,47
7,24
39,44
10,23
25,50
16,45
6,12
12,26
6,13
45,52
47,66
12,20
11,22
1,35
13,23
3,8
30,27
18,43
33,50
44,45
2,14
18,22
3,13
24,47
5,12
43,70
12,27
2,8
10,19
7,10
13,29
24,54
24,48
64,71
50,81
38,74
12,22
8,23
19,40
3,19
29,53
27,29
9,21
27,26
23,33
1,12
19,36
44,67
44,54
2,8
6,12
26,51
22,34
8,12
28,33
44,53
5,15
1,9
12,22
38,39
8,18
7,21
23,34
41,44
43,38
2,10
3,13
9,15
0,10
14,22
20,33
19,30
9,30
7,18
4,18
19,26
13,16
41,80
23,48
25,45
2,8
39,50
9,15
22,25
15,24
2,10
7,13
6,21
34,40
1,11
2,9
1,14
18,21
38,50
20,28
52,164
18,23
40,47
3,12
11,29
86,136
48,75
25,62
28,38
4,8
14,28
1,9
15,52
14,56
8,21
14,18
16,36
5,11
25,36
41,56
4,12
6,21
36,53
9,16
28,92
59,66
20,26
13,18
4,10
7,13
11,22
13,22
17,27
1,10
22,36
44,74
5,15
55,70
3,8
13,38
20,39
8,16
13,17
3,12
3,13
90,110
8,13
34,39
9,15
8,16
6,22
1,9
68,82
4,10
22,25
11,20
53,54
5,12
12,19
3,10
13,18
45,73
9,16
2,8
8,17
43,70
21,28
23,39
20,42
9,19
141,188
29,69
21,32
1,9
51,58
8,11
5,30
5,25
7,16
3,22
32,41
1,10
22,30
1,9
17,25
6,10
2,10
20,45
9,19
2,12
5,27
13,30
41,42
36,37
26,67
12,28
6,17
0,13
16,21
13,23
9,35
9,24
27,41
53,90
1,10
2,8
13,32
7,31
19,23
65,79
30,55
11,32
76,75
12,21
11,20
40,40
20,28
14,16
42,60
22,24
2,11
12,32
2,11
6,12
28,42
7,16
17,37
32,47
1,10
19,30
6,13
28,35
4,50
32,48
28,35
18,27
5,16
4,15
7,15
12,21
8,16
7,16
26,38
5,21
20,29
11,30
95,102
16,51
5,14
10,15
30,35
3,9
22,37
48,39
1,10
82,88
3,11
4,12
17,22
5,13
36,70
31,32
9,16
105,131
27,45
16,31
2,10
2,9
5,13
15,44
23,31
8,25
2,12
11,23
31,34
9,14
26,35
2,14
10,17
46,61
5,18
6,14
71,66
136,185
4,14
4,10
31,48
19,21
24,49
16,22
15,28
12,17
4,13
7,14
12,14
7,13
4,15
54,62
2,9
7,10
37,47
4,10
10,19
0,14
12,20
48,67
22,22
0,11
15,21
14,62
41,53
14,26
33,34
30,46
9,11
21,26
25,31
10,22
0,10
72,105
18,27
15,20
0,10
52,79
3,17
12,29
14,19
17,28
28,39
34,35
0,11
30,42
71,96
15,32
8,26
13,26
19,25
6,12
9,22
23,23
2,9
1,9
16,27
25,61
26,39
21,26
4,15
5,12
40,63
3,9
5,13
26,22
16,27
7,11
7,17
9,12
57,53
3,11
9,20
33,55
21,30
12,18
14,33
25,32
12,23
2,12
45,54
8,57
8,16
13,20
4,18
3,24
39,45
6,12
13,19
4,12
0,12
1,10
16,44
13,20
37,45
9,28
46,53
17,24
26,53
12,25
43,49
3,17
22,22
28,28
63,85
26,41
13,23
92,122
29,36
29,34
52,48
15,28
17,22
15,18
15,16
17,54
0,10
6,20
1,9
14,30
1,12
39,53
55,72
59,54
31,43
22,69
2,12
10,19
6,13
34,43
4,13
30,54
18,40
40,39
13,23
21,28
11,11
26,45
4,10
6,15
4,17
7,19
36,64
56,74
2,14
18,22
3,13
24,47
5,12
