wins,loss
133,95
91,76
55,64
69,66
95,81
100,82
30,34
82,65
43,39
104,78
43,44
25,13
143,123
52,53
36,32
40,20
36,27
66,63
55,38
29,35
49,48
65,54
31,18
38,31
45,45
35,25
26,22
88,89
144,105
65,46
101,83
40,37
37,36
116,96
55,59
85,55
33,33
35,29
82,78
100,88
63,54
41,31
19,22
116,110
79,38
107,95
80,62
49,36
53,62
54,34
74,57
139,146
48,34
30,36
29,26
33,33
62,58
29,27
32,32
6,5
55,47
95,86
30,21
41,38
32,19
62,77
58,72
66,66
99,74
159,151
60,56
32,23
31,21
180,164
47,58
39,30
62,52
63,44
46,57
120,105
83,55
81,62
71,57
114,139
35,34
31,24
32,36
39,34
126,128
46,30
46,52
148,149
52,31
55,54
120,117
99,91
81,81
70,74
100,115
135,121
124,117
31,28
168,158
45,54
73,70
77,71
57,35
136,129
51,36
75,77
74,64
64,66
53,56
152,144
54,33
111,94
59,44
25,31
53,37
92,92
48,35
229,206
47,39
37,32
85,42
74,65
78,61
83,85
69,47
71,65
46,39
88,62
46,51
27,18
36,17
28,18
70,72
17,31
65,52
28,14
65,71
50,43
45,30
33,31
140,128
33,37
30,38
47,43
59,44
46,38
20,5
39,30
103,80
35,21
65,47
52,57
101,91
53,37
125,106
90,84
95,88
37,27
69,86
58,66
35,34
62,45
48,35
55,44
36,26
44,48
28,23
30,25
43,32
47,39
84,73
33,32
46,38
109,126
45,33
37,37
82,67
75,76
52,44
73,63
125,93
130,125
117,127
51,48
79,67
74,51
30,42
51,58
60,74
56,53
47,40
41,43
83,46
60,49
60,69
35,27
65,71
34,49
29,41
83,76
32,31
38,29
75,59
47,54
50,40
56,52
75,59
53,59
61,65
53,51
32,34
38,29
161,139
61,81
53,45
62,71
52,52
25,26
45,36
75,76
45,52
49,59
59,38
87,78
88,60
81,29
49,41
68,60
67,52
59,52
14,8
64,50
159,164
73,64
87,105
55,63
39,37
8,3
59,46
62,43
56,60
58,51
34,19
9,3
88,76
96,99
92,100
67,68
77,68
55,56
138,145
54,49
34,27
38,32
93,96
45,26
24,28
52,48
80,78
45,42
27,26
38,24
100,75
35,36
82,72
62,53
207,209
85,59
48,36
9,14
39,41
35,27
136,109
39,37
33,26
120,91
42,34
26,27
40,41
66,52
26,21
38,31
47,37
136,99
24,16
70,54
31,20
40,53
91,80
99,103
49,58
45,42
29,46
31,14
45,43
51,53
36,36
64,57
40,43
43,51
50,41
99,75
102,89
45,53
59,61
37,35
23,18
86,87
33,28
119,134
28,19
61,61
25,37
84,56
36,19
56,50
37,20
49,46
33,39
116,132
38,39
174,159
78,60
69,95
30,24
66,57
40,32
64,61
67,33
36,25
62,65
60,65
11,19
69,64
57,37
63,61
41,21
48,63
9,8
25,23
8,5
95,97
120,107
28,25
37,49
34,40
76,48
126,125
36,31
51,40
50,46
94,87
71,54
77,64
43,33
78,82
177,166
35,28
51,62
72,64
143,149
60,62
122,102
52,46
72,77
81,66
8,2
65,78
112,100
108,106
33,29
43,41
24,25
63,54
92,94
61,39
115,119
28,20
20,36
84,71
31,30
47,35
51,40
78,84
82,49
39,34
64,76
48,43
72,71
89,45
6,7
45,38
27,18
25,29
70,59
79,77
94,90
99,109
48,55
40,43
50,68
55,57
51,33
66,56
162,148
67,51
38,38
77,43
70,75
30,27
28,22
46,36
108,103
63,51
234,250
27,20
76,48
82,72
169,137
36,40
74,74
167,165
77,62
31,24
77,54
45,45
35,25
26,22
88,89
144,105
97,84
67,67
120,110
67,63
63,65
71,78
24,21
64,71
34,27
122,117
41,27
72,65
39,54
76,80
30,33
90,74
60,67
108,121
61,58
34,32
33,45
99,81
34,27
69,79
128,126
29,27
47,31
62,48
37,19
37,37
149,166
35,37
51,59
51,59
48,44
160,143
5,6
69,59
44,51
55,53
73,69
115,94
75,61
115,90
73,64
115,90
23,26
52,41
7,5
63,41
89,58
96,87
56,62
107,114
31,41
96,108
82,85
35,32
38,20
16,24
86,85
41,48
147,104
90,69
41,31
61,37
98,104
55,62
61,66
30,25
68,76
140,144
124,86
26,28
152,143
58,44
179,174
74,76
56,74
31,37
80,84
103,91
88,89
162,137
41,37
8,11
55,56
106,89
111,99
38,28
66,57
87,92
38,36
141,136
194,206
89,67
123,104
25,29
63,64
70,64
92,63
69,65
62,52
43,30
46,61
45,22
31,9
55,41
120,118
114,101
11,11
96,93
28,24
77,70
72,59
31,23
54,32
49,58
169,164
134,126
49,35
8,2
38,30
53,45
104,85
13,10
117,122
53,48
37,41
48,54
35,23
63,58
81,102
38,28
73,66
129,109
42,42
35,38
56,53
113,122
58,49
191,217
142,118
141,104
55,52
49,40
77,62
71,59
63,71
61,50
102,93
41,34
156,163
74,58
51,50
101,92
72,72
55,35
44,28
64,72
73,48
28,23
41,36
248,248
72,54
60,67
72,76
59,42
96,84
125,110
40,49
31,20
36,26
80,75
53,53
78,74
56,42
103,87
88,94
89,87
8,7
95,104
25,28
144,126
34,23
35,40
35,42
27,28
54,54
114,76
57,50
51,35
56,65
151,116
75,71
33,30
72,66
30,34
36,36
32,27
81,29
49,41
68,60
67,52
59,52
100,122
200,199
54,47
106,77
76,66
123,77
70,78
192,179
51,61
118,79
128,128
63,48
164,152
138,87
105,78
55,51
137,88
43,40
34,19
204,183
80,85
42,24
68,50
103,65
101,97
46,42
42,45
22,8
31,23
140,141
78,62
58,46
44,48
119,73
130,115
29,30
39,38
11,3
61,40
92,57
96,78
68,67
88,36
69,51
35,21
84,53
60,69
79,70
100,74
125,119
74,37
48,34
42,33
43,27
31,36
60,57
4,7
167,125
51,54
90,32
67,31
43,48
99,55
47,51
120,102
115,111
90,48
217,237
80,30
48,15
67,44
39,30
103,89
47,25
89,62
33,24
42,50
101,57
110,75
153,113
105,81
134,144
42,42
33,30
80,42
94,47
79,48
124,80
77,87
92,105
135,78
28,24
84,73
64,62
60,59
34,33
57,74
65,56
54,53
53,73
30,27
23,20
35,26
28,21
139,136
44,48
154,157
159,126
92,60
43,38
58,51
96,80
173,143
57,44
70,78
55,56
113,92
92,77
117,92
25,33
38,28
83,79
38,34
50,46
112,97
53,51
109,109
73,77
51,43
53,47
39,25
108,86
61,70
59,45
55,37
90,85
60,46
62,50
130,93
48,46
48,14
6,4
36,23
77,82
81,77
68,82
35,31
30,29
87,74
6,7
29,15
46,47
49,36
160,141
62,74
127,101
61,58
135,91
48,30
58,32
32,21
74,65
38,36
85,103
48,28
47,53
52,45
58,35
7,3
89,78
104,90
30,22
120,97
44,42
63,49
34,34
62,48
88,95
51,45
115,110
63,78
64,55
49,25
180,182
42,30
93,65
36,38
50,45
74,56
46,50
69,73
48,31
53,49
143,151
48,65
53,44
6,5
21,28
56,51
41,37
97,84
67,67
120,110
67,63
63,65
60,53
111,116
72,90
86,43
29,16
75,59
46,31
72,75
40,36
75,57
99,108
29,16
171,152
44,38
22,19
23,21
39,13
10,9
108,107
99,78
80,80
102,83
32,29
36,26
53,43
62,37
71,61
59,38
116,109
173,169
43,46
237,230
115,72
47,39
51,45
44,43
101,55
77,81
47,46
86,72
49,54
50,39
109,98
112,107
