district,nonlearner,learner
24.07,0,5.55979351718967e-07
24.1,0,5.695249006382583e-07
24.13,0,5.833859877142408e-07
24.16,0,5.975695961914607e-07
24.19,0,6.120828548811025e-07
24.22,0,6.269330409838624e-07
24.25,0,6.421275829627879e-07
24.28,0,6.576740634668633e-07
24.31,0,6.735802223061119e-07
24.34,0,6.898539594790462e-07
24.37,0,7.06503338253249e-07
24.4,0,7.235365882999197e-07
24.43,0,7.409621088832239e-07
24.46,0,7.587884721052667e-07
24.49,0,7.770244262075751e-07
24.52,0,7.956788989299034e-07
24.55,0,8.147610009272928e-07
24.58,0,8.342800292462264e-07
24.61,0,8.542454708607943e-07
24.64,0,8.746670062697695e-07
24.67,0,8.955545131555126e-07
24.7,0,9.169180701056411e-07
24.73,0,9.387679603983804e-07
24.76,0,9.611146758525774e-07
24.79,0,9.839689207433207e-07
24.82,0,1.0073416157841447e-06
24.85,0,1.031243902176794e-06
24.88,0,1.0556871457295588e-06
24.91,0,1.080682941045194e-06
24.94,0,1.1062431157794168e-06
24.97,0,1.1323797349710283e-06
25.0,0,1.159105105444722e-06
25.03,0,1.1864317802875966e-06
25.06,0,1.2143725634004692e-06
25.09,0,1.2429405141250542e-06
25.12,0,1.2721489519481277e-06
25.15,0,1.3020114612837098e-06
25.18,0,1.3325418963344811e-06
25.21,0,1.3637543860334803e-06
25.24,0,1.395663339067263e-06
25.27,0,1.4282834489816619e-06
25.3,0,1.4616296993713295e-06
25.33,0,1.4957173691542063e-06
25.36,0,1.53056203793215e-06
25.39,0,1.5661795914389057e-06
25.42,0,1.6025862270766353e-06
25.45,0,1.6397984595422196e-06
25.48,0,1.6778331265446205e-06
25.51,0,1.716707394614501e-06
25.54,0,1.7564387650074295e-06
25.57,0,1.7970450797018969e-06
25.6,0,1.8385445274934574e-06
25.63,0,1.880955650186337e-06
25.66,0,1.9242973488837646e-06
25.69,0,1.968588890378409e-06
25.72,0,2.013849913644239e-06
25.75,0,2.0601004364312205e-06
25.78,0,2.1073608619641003e-06
25.81,0,2.1556519857468215e-06
25.84,0,2.2049950024738687e-06
25.87,0,2.2554115130499527e-06
25.9,0,2.3069235317195246e-06
25.93,0,2.3595534933074984e-06
25.96,0,2.413324260572682e-06
25.99,0,2.4682591316753167e-06
26.02,0,2.524381847760293e-06
26.05,0,2.5817166006574973e-06
26.08,0,2.640288040700696e-06
26.11,0,2.7001212846667046e-06
26.14,0,2.7612419238361304e-06
26.17,0,2.82367603217742e-06
26.2,0,2.887450174655652e-06
26.23,0,2.9525914156677125e-06
26.26,0,3.019127327605421e-06
26.29,0,3.087085999548209e-06
26.32,0,3.1564960460869505e-06
26.35,0,3.2273866162806465e-06
26.38,0,3.2997874027474274e-06
26.41,0,3.3737286508917583e-06
26.44,0,3.4492411682693355e-06
26.47,0,3.526356334091459e-06
26.5,0,3.605106108870475e-06
26.53,0,3.6855230442081082e-06
26.56,0,3.7676402927283477e-06
26.59,0,3.851491618156561e-06
26.62,0,3.937111405546732e-06
26.65,0,4.024534671658382e-06
26.68,0,4.113797075485211e-06
26.71,0,4.204934928936896e-06
26.74,0,4.297985207676155e-06
26.77,0,4.3929855621127766e-06
26.8,0,4.489974328556357e-06
26.83,0,4.58899054052969e-06
26.86,0,4.690073940244609e-06
26.89,0,4.79326499024214e-06
26.92,0,4.898604885198853e-06
26.95,0,5.006135563901259e-06
26.98,0,5.115899721390273e-06
27.01,0,5.227940821277358e-06
27.04,0,5.342303108234689e-06
27.07,0,5.459031620660866e-06
27.1,0,5.578172203524387e-06
27.13,0,5.699771521386746e-06
27.16,0,5.823877071607019e-06
27.19,0,5.950537197730161e-06
27.22,0,6.07980110306068e-06
27.25,0,6.211718864424027e-06
27.28,0,6.346341446117344e-06
27.31,0,6.4837207140520525e-06
27.34,0,6.6239094500896995e-06
27.37,0,6.766961366573713e-06
27.4,0,6.912931121058733e-06
27.43,0,7.0618743312396445e-06
27.46,0,7.213847590082536e-06
27.49,0,7.368908481159425e-06
27.52,0,7.5271155941889975e-06
27.55,0,7.688528540785464e-06
27.58,0,7.85320797041742e-06
27.61,0,8.021215586579247e-06
27.64,0,8.192614163176564e-06
27.67,0,8.367467561128547e-06
27.7,0,8.545840745188618e-06
27.73,0,8.7277998009861e-06
27.76,0,8.913411952290813e-06
27.79,0,9.102745578502598e-06
27.82,0,9.295870232368335e-06
27.85,0,9.492856657928227e-06
27.88,0,9.693776808693639e-06
27.91,0,9.898703866059027e-06
27.94,0,1.0107712257949352e-05
27.97,0,1.0320877677706016e-05
28.0,0,1.0538277103213027e-05
28.03,0,1.0759988816265598e-05
28.06,0,1.0986092422183692e-05
28.09,0,1.1216668869672305e-05
28.12,0,1.1451800470931089e-05
28.16,0,1.1691570922015114e-05
28.19,0,1.193606532344941e-05
28.22,0,1.2185370201099149e-05
28.25,0,1.2439573527298032e-05
28.28,0,1.2698764742236602e-05
28.31,0,1.2963034775613153e-05
28.34,0,1.3232476068549426e-05
28.37,0,1.3507182595772855e-05
28.4,0,1.3787249888068273e-05
28.43,0,1.4072775055000538e-05
28.46,0,1.436385680791104e-05
28.49,0,1.4660595483189699e-05
28.52,0,1.496309306582484e-05
28.55,0,1.5271453213233703e-05
28.58,0,1.5585781279374536e-05
28.61,0,1.5906184339143867e-05
28.64,0,1.623277121306023e-05
28.67,0,1.65656524922369e-05
28.7,0,1.6904940563645702e-05
28.73,0,1.725074963567414e-05
28.76,0,1.7603195763977966e-05
28.79,0,1.796239687763135e-05
28.82,0,1.8328472805576928e-05
28.85,0,1.8701545303377756e-05
28.88,0,1.908173808027299e-05
28.91,0,1.946917682654039e-05
28.94,0,1.986398924116647e-05
28.97,0,2.026630505982766e-05
29.0,0,2.0676256083183372e-05
29.03,0,2.109397620548422e-05
29.06,0,2.151960144349653e-05
29.09,0,2.1953269965745567e-05
29.12,0,2.239512212207977e-05
29.15,0,2.284530047355765e-05
29.18,0,2.330394982265923e-05
29.21,0,2.3771217243824543e-05
29.24,0,2.4247252114321034e-05
29.27,0,2.4732206145441134e-05
29.3,0,2.522623341403308e-05
29.33,0,2.572949039436588e-05
29.36,0,2.6242135990330962e-05
29.39,0,2.676433156798236e-05
29.42,0,2.7296240988416493e-05
29.45,0,2.78380306409947e-05
29.48,0,2.8389869476909205e-05
29.51,0,2.895192904309481e-05
29.54,0,2.9524383516488207e-05
29.57,0,3.0107409738635966e-05
29.6,0,3.070118725065384e-05
29.63,0,3.130589832853833e-05
29.66,0,3.1921728018832625e-05
29.69,0,3.254886417464795e-05
29.72,0,3.3187497492043105e-05
29.75,0,3.38378215467618e-05
29.78,0,3.45000328313316e-05
29.81,0,3.517433079252416e-05
29.84,0,3.5860917869179105e-05
29.87,0,3.655999953039298e-05
29.9,0,3.727178431407393e-05
29.93,0,3.799648386586459e-05
29.96,0,3.873431297843341e-05
29.99,0,3.9485489631136565e-05
30.02,0,4.0250235030051115e-05
30.05,0,4.102877364838063e-05
30.08,0,4.182133326723497e-05
30.11,0,4.262814501678459e-05
30.14,0,4.3449443417791034e-05
30.17,0,4.428546642351453e-05
30.2,0,4.5136455461998916e-05
30.23,0,4.600265547873612e-05
30.26,0,4.6884314979710195e-05
30.29,0,4.778168607482148e-05
30.32,0,4.8695024521693135e-05
30.35,0,4.962458976985843e-05
30.38,0,5.057064500533171e-05
30.41,0,5.1533457195562594e-05
30.44,0,5.2513297134773665e-05
30.47,0,5.351043948968351e-05
30.5,0,5.4525162845613144e-05
30.53,0,5.555774975297909e-05
30.56,0,5.660848677417158e-05
30.59,0,5.767766453081819e-05
30.62,0,5.8765577751434155e-05
30.65,0,5.9872525319458925e-05
30.68,0,6.099881032167785e-05
30.71,0,6.214474009703171e-05
30.74,0,6.331062628581164e-05
30.77,0,6.449678487923986e-05
30.8,0,6.570353626943742e-05
30.83,0,6.693120529977593e-05
30.86,0,6.818012131561638e-05
30.89,0,6.945061821543125e-05
30.92,0,7.074303450231197e-05
30.95,0,7.205771333586034e-05
30.98,0,7.339500258446178e-05
31.01,0,7.475525487794258e-05
31.04,0,7.613882766060782e-05
31.07,0,7.754608324466041e-05
31.1,0,7.897738886400007e-05
31.13,0,8.043311672840038e-05
31.16,0,8.191364407806383e-05
31.19,0,8.341935323855361e-05
31.22,0,8.49506316760993e-05
31.25,0,8.650787205327795e-05
31.28,0,8.809147228506514e-05
31.31,0,8.970183559525822e-05
31.34,0,9.133937057326771e-05
31.37,0,9.300449123127599e-05
31.4,0,9.469761706176131e-05
31.43,0,9.641917309538399e-05
31.46,0,9.816958995923549e-05
31.49,0,9.994930393544477e-05
31.52,0,0.00010175875702014265
31.55,0,0.00010359839698277934
31.58,0,0.00010546867742579513
31.61,0,0.00010737005784463849
31.64,0,0.00010930300368813216
31.67,0,0.0001112679864191825
31.7,0,0.00011326548357582945
31.73,0,0.0001152959788326347
31.76,0,0.0001173599620624031
31.79,0,0.00011945792939823744
31.82,0,0.0001215903832959195
31.85,0,0.00012375783259661603
31.88,0,0.00012596079258990651
31.91,0,0.00012819978507712585
31.94,0,0.00013047533843502234
31.97,0,0.00013278798767972377
32.0,0,0.00013513827453100907
32.03,0,0.0001375267474768815
32.06,0,0.00013995396183843505
32.09,0,0.00014242047983501797
32.12,0,0.00014492687064967993
32.15,0,0.00014747371049490292
32.18,0,0.00015006158267860992
32.21,0,0.00015269107767044673
32.24,0,0.00015536279316832985
32.27,0,0.00015807733416525892
32.3,0,0.000160835313016383
32.33,0,0.00016363734950632149
32.36,0,0.00016648407091672768
32.39,0,0.0001693761120940934
32.42,0,0.00017231411551778684
32.45,0,0.0001752987313683179
32.48,0,0.00017833061759582573
32.51,0,0.00018141043998877758
32.54,0,0.00018453887224288132
32.57,0,0.0001877165960301945
32.6,0,0.0001909443010684296
32.63,0,0.00019422268519044748
32.66,0,0.0001975524544139299
32.69,0,0.00020093432301122524
32.72,0,0.00020436901357936068
32.75,0,0.00020785725711020833
32.78,0,0.00021139979306080737
32.81,0,0.00021499736942382175
32.84,0,0.0002186507427981356
32.87,0,0.00022236067845957227
32.9,0,0.00022612795043173048
32.93,0,0.0002299533415569294
32.96,0,0.00023383764356725076
32.99,0,0.0002377816571556753
33.02,0,0.00024178619204729754
33.05,0,0.0002458520670706121
33.08,0,0.00024998011022886533
33.11,0,0.0002541711587714561
33.14,0,0.0002584260592653828
33.17,0,0.000262745667666722
33.2,0,0.00026713084939212713
33.23,0,0.00027158247939034597
33.26,0,0.00027610144221373325
33.29,0,0.0002806886320897592
33.32,0,0.0002853449529924949
33.35,0,0.0002900713187140704
33.38,0,0.00029486865293608725
33.41,0,0.0002997378893009792
33.44,0,0.00030467997148331017
33.47,0,0.0003096958532609909
33.5,0,0.0003147864985864103
33.53,0,0.0003199528816574638
33.56,0,0.00032519598698847095
33.59,0,0.0003305168094809638
33.62,0,0.00033591635449434085
33.65,0,0.00034139563791636495
33.68,0,0.00034695568623350196
33.71,0,0.0003525975366010788
33.74,0,0.00035832223691325036
33.77,0,0.00036413084587276284
33.8,0,0.0003700244330604981
33.83,0,0.0003760040790047864
33.86,0,0.0003820708752504699
33.89,0,0.0003882259244277103
33.92,0,0.0003944703403205149
33.95,0,0.0004008052479349772
33.98,0,0.00040723178356721006
34.01,0,0.0004137510948709586
34.04,0,0.00042036434092487855
34.07,0,0.00042707269229946365
34.1,0,0.00043387733112360243
34.13,0,0.0004407794511507618
34.16,0,0.00044778025782476024
34.19,0,0.00045488096834513645
34.22,0,0.00046208281173207836
34.25,0,0.000469387028890912
34.28,0,0.0004767948726761207
34.31,0,0.0004843076079548814
34.34,0,0.0004919265116701115
34.38,0,0.0004996528729029874
34.41,0,0.0005074879929349379
34.44,0,0.0005154331853090837
34.47,0,0.0005234897758911078
34.5,0,0.0005316591029295401
34.53,0,0.0005399425171154325
34.56,0,0.0005483413816414156
34.59,0,0.0005568570722601103
34.62,0,0.0005654909773418779
34.65,0,0.0005742444979318907
34.68,0,0.0005831190478065027
34.71,0,0.0005921160535289044
34.74,0,0.0006012369545040348
34.77,0,0.0006104832030327384
34.8,0,0.0006198562643651481
34.83,0,0.0006293576167532639
34.86,0,0.0006389887515027186
34.89,0,0.000648751173023704
34.92,0,0.0006586463988810387
34.95,0,0.0006686759598433572
34.98,0,0.0006788413999314016
35.01,0,0.0006891442764653816
35.04,0,0.0006995861601114112
35.07,0,0.0007101686349269654
35.1,0,0.0007208932984053609
35.13,0,0.0007317617615192233
35.16,0,0.0007427756487629391
35.19,0,0.0007539365981940438
35.22,0,0.0007652462614735409
35.25,0,0.0007767063039051399
35.28,0,0.000788318404473358
35.31,0,0.0008000842558804981
35.34,0,0.0008120055645824551
35.37,0,0.0008240840508233466
35.4,0,0.0008363214486689299
35.43,0,0.0008487195060387925
35.46,0,0.0008612799847372845
35.49,0,0.000874004660483183
35.52,0,0.0008868953229380471
35.55,0,0.0008999537757332589
35.58,0,0.0009131818364957055
35.61,0,0.0009265813368721041
35.64,0,0.0009401541225519236
35.67,0,0.0009539020532888837
35.7,0,0.0009678270029210282
35.73,0,0.000981930859389314
35.76,0,0.0009962155247547166
35.79,0,0.0010106829152138244
35.82,0,0.0010253349611128813
35.85,0,0.0010401736069602817
35.88,0,0.0010552008114374603
35.91,0,0.0010704185474081785
35.94,0,0.0010858288019261714
35.97,0,0.0011014335762411297
36.0,0,0.0011172348858029934
36.03,0,0.001133234760264538
36.06,0,0.0011494352434822117
36.09,0,0.001165838393515224
36.12,0,0.0011824462826228311
36.15,0,0.0011992609972598263
36.18,0,0.0012162846380701755
36.21,0,0.0012335193198787949
36.24,0,0.0012509671716814448
36.27,0,0.0012686303366327026
36.3,0,0.001286510972031999
36.33,0,0.0013046112493076923
36.36,0,0.0013229333539991424
36.39,0,0.0013414794857367842
36.42,0,0.001360251858220151
36.45,0,0.0013792526991938294
36.48,0,0.0013984842504213316
36.51,0,0.0014179487676568396
36.54,0,0.0014376485206148188
36.57,0,0.001457585792937458
36.6,0,0.0014777628821599075
36.63,0,0.0014981820996733234
36.66,0,0.0015188457706856438
36.69,0,0.0015397562341801078
36.72,0,0.0015609158428714805
36.75,0,0.001582326963159959
36.78,0,0.0016039919750827345
36.81,0,0.001625913272263177
36.84,0,0.0016480932618576467
36.87,0,0.0016705343644998689
36.9,0,0.0016932390142428695
36.93,0,0.0017162096584984509
36.96,0,0.0017394487579741654
36.99,0,0.0017629587866077776
37.02,0,0.0017867422314991896
37.05,0,0.0018108015928397843
37.08,0,0.0018351393838392067
37.11,0,0.0018597581306495066
37.14,0,0.0018846603722866566
37.17,0,0.0019098486605494103
37.2,0,0.0019353255599354705
37.23,0,0.001961093647554955
37.26,0,0.00198715551304112
37.29,0,0.0020135137584583566
37.32,0,0.0020401709982073774
37.35,0,0.002067129858927626
37.38,0,0.0020943929793968566
37.41,0,0.002121963010427873
37.44,0,0.0021498426147623915
37.47,0,0.0021780344669620347
37.5,0,0.0022065412532963867
37.53,0,0.0022353656716281554
37.56,0,0.002264510431295342
37.59,0,0.0022939782529904675
37.62,0,0.0023237718686367845
37.65,0,0.00235389402126149
37.68,0,0.0023843474648658942
37.71,0,0.0024151349642925275
37.74,0,0.002446259295089194
37.77,0,0.002477723243369912
37.8,0,0.002509529605672746
37.83,0,0.0025416811888145136
37.86,0,0.002574180809742329
37.89,0,0.0026070312953819915
37.92,0,0.0026402354824831813
37.95,0,0.002673796217461441
37.98,0,0.0027077163562369594
38.01,0,0.002741998764070097
38.04,0,0.002776646315393662
38.07,0,0.0028116618936419187
38.1,0,0.0028470483910763033
38.13,0,0.0028828087086078522
38.16,0,0.0029189457556162805
38.19,0,0.0029554624497657744
38.22,0,0.0029923617168174
38.25,0,0.0030296464904381714
38.28,0,0.0030673197120067333
38.31,0,0.0031053843304156697
38.34,0,0.003143843301870406
38.37,0,0.0031826995896847062
38.4,0,0.003221956164072726
38.43,0,0.0032616160019376737
38.46,0,0.003301682086656987
38.49,0,0.003342157407864071
38.52,0,0.0033830449612265697
38.55,0,0.0034243477482211663
38.58,0,0.0034660687759049016
38.61,0,0.0035082110566829736
38.64,0,0.0035507776080730934
38.67,0,0.0035937714524662844
38.7,0,0.0036371956168841884
38.73,0,0.0036810531327328435
38.76,0,0.003725347035552958
38.79,0,0.0037700803647666235
38.82,0,0.003815256163420514
38.85,0,0.0038608774779255325
38.88,0,0.003906947357792935
38.91,0,0.003953468855366883
38.94,0,0.004000445025553465
38.97,0,0.00404787892554616
39.0,0,0.004095773614547761
39.03,0,0.004144132153488733
39.06,0,0.0041929576047420175
39.09,0,0.004242253031834309
39.12,0,0.004292021499153769
39.15,0,0.004342266071654175
39.18,0,0.004392989814555555
39.21,0,0.004444195793041258
39.24,0,0.0044958870719515025
39.27,0,0.004548066715473374
39.3,0,0.004600737786827307
39.33,0,0.004653903347950054
39.36,0,0.004707566459174118
39.39,0,0.004761730178903682
39.42,0,0.004816397563287058
39.45,0,0.004871571665885614
39.48,0,0.004927255537339247
39.51,0,0.00498345222502836
39.54,0,0.005040164772732397
39.57,0,0.005097396220284924
39.6,0,0.005155149603225268
39.63,0,0.005213427952446724
39.66,0,0.005272234293841379
39.69,0,0.005331571647941502
39.72,0,0.005391443029557599
39.75,0,0.005451851447413045
39.78,0,0.005512799903775446
39.81,0,0.005574291394084587
39.84,0,0.005636328906577135
39.87,0,0.005698915421908006
39.9,0,0.005762053912768493
39.93,0,0.005825747343501116
39.96,0,0.005889998669711238
39.99,0,0.005954810837875526
40.02,0,0.006020186784947151
40.05,0,0.006086129437957882
40.08,0,0.006152641713617028
40.11,0,0.006219726517907262
40.14,0,0.006287386745677374
40.17,0,0.006355625280231958
40.2,0,0.0064244449929180695
40.23,0,0.006493848742708899
40.26,0,0.006563839375784462
40.29,0,0.006634419725109345
40.32,0,0.006705592610007566
40.35,0,0.006777360835734526
40.38,0,0.006849727193046155
40.41,0,0.006922694457765231
40.44,0,0.0069962653903449
40.47,0,0.007070442735429535
40.5,0,0.007145229221412796
40.53,0,0.007220627559993112
40.56,0,0.0072966404457264706
40.59,0,0.007373270555576681
40.63,0,0.007450520548463037
40.66,0,0.007528393064805498
40.69,0,0.007606890726067439
40.72,0,0.007686016134295914
40.75,0,0.007765771871659595
40.78,0,0.007846160499984356
40.81,0,0.007927184560286573
40.84,0,0.008008846572304178
40.87,0,0.00809114903402554
40.9,0,0.008174094421216145
40.93,0,0.008257685186943258
40.96,0,0.008341923761098475
40.99,0,0.008426812549918289
41.02,0,0.00851235393550273
41.05,0,0.008598550275332083
41.08,0,0.008685403901781798
41.11,0,0.008772917121635554
41.14,0,0.008861092215596673
41.17,0,0.008949931437797798
41.2,0,0.009039437015308942
41.23,0,0.009129611147644033
41.26,0,0.009220456006265898
41.29,0,0.0093119737340898
41.32,0,0.009404166444985654
41.35,0,0.009497036223278842
41.38,0,0.00959058512324979
41.41,0,0.009684815168632366
41.44,0,0.009779728352111116
41.47,0,0.009875326634817418
41.5,0,0.009971611945824646
41.53,0,0.010068586181642386
41.56,0,0.01016625120570977
41.59,0,0.010264608847887996
41.62,0,0.0103636609039521
41.65,0,0.010463409135082091
41.68,0,0.010563855267353438
41.71,0,0.010665000991227037
41.74,0,0.010766847961038726
41.77,0,0.010869397794488407
41.8,0,0.01097265207212884
41.83,0,0.011076612336854214
41.86,0,0.011181280093388495
41.89,0,0.011286656807773769
41.92,0,0.011392743906858481
41.95,0,0.011499542777785757
41.98,0,0.011607054767481896
42.01,0,0.011715281182145024
42.04,0,0.011824223286734064
42.07,0,0.011933882304458058
42.1,0,0.01204425941626597
42.13,0,0.012155355760336984
42.16,0,0.012267172431571442
42.19,0,0.01237971048108243
42.22,0,0.012492970915688205
42.25,0,0.012606954697405423
42.28,0,0.012721662742943344
42.31,0,0.01283709592319902
42.34,0,0.012953255062753665
42.37,0,0.013070140939370149
42.4,0,0.013187754283491806
42.43,0,0.013306095777742626
42.46,0,0.013425166056428881
42.49,0,0.0135449657050423
42.52,0,0.01366549525976485
42.55,0,0.013786755206975315
42.58,0,0.013908745982757589
42.61,0,0.014031467972410947
42.64,0,0.014154921509962228
42.67,0,0.014279106877680187
42.7,0,0.014404024305591952
42.73,0,0.014529673971001755
42.76,0,0.014656055998012025
42.79,0,0.014783170457046958
42.82,0,0.014911017364378564
42.85,0,0.015039596681655377
42.88,0,0.01516890831543392
42.91,0,0.015298952116712937
42.94,0,0.015429727880470562
42.97,0,0.015561235345204481
43.0,0,0.015693474192475257
43.03,0,0.015826444046452743
43.06,0,0.015960144473465894
43.09,0,0.01609457498155587
43.12,0,0.016229735020032717
43.15,0,0.016365623979035543
43.18,0,0.016502241189096437
43.21,0,0.016639585920708067
43.24,0,0.016777657383895275
43.27,0,0.0169164547277905
43.3,0,0.017055977040213343
43.33,0,0.017196223347254267
43.36,0,0.017337192612862557
43.39,0,0.017478883738438585
43.42,0,0.01762129556243058
43.45,0,0.01776442685993591
43.48,0,0.017908276342307006
43.51,0,0.018052842656762026
43.54,0,0.01819812438600033
43.57,0,0.018344120047822925
43.6,0,0.018490828094757893
43.63,0,0.018638246913690995
43.66,0,0.018786374825501394
43.69,0,0.018935210084702822
43.72,0,0.019084750879090055
43.75,0,0.019234995329390953
43.78,0,0.01938594148892404
43.81,0,0.01953758734326187
43.84,0,0.01968993080990013
43.87,0,0.019842969737932585
43.9,0,0.019996701907732128
43.93,0,0.020151125030637776
43.96,0,0.020306236748647948
43.99,0,0.020462034634119903
44.02,0,0.020618516189475633
44.05,0,0.020775678846914124
44.08,0,0.020933519968130226
44.11,0,0.021092036844040082
44.14,0,0.021251226694513407
44.17,0,0.021411086668112412
44.2,0,0.021571613841837804
44.23,0,0.021732805220881682
44.26,0,0.021894657738387526
44.29,0,0.022057168255217443
44.32,0,0.02222033355972656
44.35,0,0.022384150367544875
44.38,0,0.022548615321366487
44.41,0,0.022713724990746375
44.44,0,0.022879475871904763
44.47,0,0.023045864387539236
44.5,0,0.023212886886644586
44.53,0,0.023380539644340583
44.56,0,0.023548818861707555
44.59,0,0.02371772066563024
44.62,0,0.023887241108649485
44.65,0,0.02405737616882237
44.68,0,0.024228121749590395
44.71,0,0.024399473679656197
44.74,0,0.024571427712868608
44.77,0,0.024743979528116175
44.8,0,0.02491712472922941
44.83,0,0.025090858844891525
44.86,0,0.02526517732855805
44.89,0,0.02544007555838511
44.92,0,0.025615548837166713
44.95,0,0.02579159239228092
44.98,0,0.025968201375645022
45.01,0,0.02614537086367981
45.04,0,0.026323095857283044
45.07,0,0.02650137128181211
45.1,0,0.026680191987075934
45.13,0,0.02685955274733629
45.16,0,0.02703944826131851
45.19,0,0.027219873152231705
45.22,0,0.0274008219677984
45.25,0,0.02758228918029394
45.28,0,0.027764269186595428
45.31,0,0.027946756308240398
45.34,0,0.028129744791495263
45.37,0,0.028313228807433612
45.4,0,0.028497202452024337
45.43,0,0.028681659746229726
45.46,0,0.028866594636113435
45.49,0,0.02905200099295866
45.52,0,0.02923787261339622
45.55,0,0.02942420321954281
45.58,0,0.02961098645914943
45.61,0,0.02979821590576002
45.64,0,0.02998588505888032
45.67,0,0.030173987344157042
45.7,0,0.030362516113567283
45.73,0,0.03055146464561846
45.76,0,0.030740826145558463
45.79,0,0.030930593745596355
45.82,0,0.031120760505133502
45.85,0,0.03131131941100517
45.88,0,0.03150226337773267
45.91,0,0.03169358524778601
45.94,0,0.03188527779185722
45.97,0,0.032077333709144125
46.0,0,0.03226974562764487
46.03,0,0.03246250610446298
46.06,0,0.03265560762612317
46.09,0,0.03284904260889775
46.12,0,0.033042803399143776
46.15,0,0.03323688227365083
46.18,0,0.03343127143999962
46.21,0,0.033625963036931224
46.24,0,0.03382094913472706
46.27,0,0.03401622173559962
46.3,0,0.034211772774094006
46.33,0,0.03440759411750004
46.36,0,0.03460367756627531
46.39,0,0.03480001485447884
46.42,0,0.03499659765021551
46.45,0,0.03519341755609129
46.48,0,0.035390466109679046
46.51,0,0.03558773478399525
46.54,0,0.03578521498798726
46.57,0,0.03598289806703136
46.6,0,0.03618077530344142
46.63,0,0.03637883791698832
46.66,0,0.036577077065429925
46.69,0,0.036775483845051665
46.72,0,0.03697404929121785
46.75,0,0.03717276437893346
46.78,0,0.03737162002341643
46.81,0,0.03757060708068061
46.84,0,0.0377697163481291
46.88,0,0.03796893856515808
46.91,0,0.03816826441377107
46.94,0,0.03836768451920354
46.97,0,0.03856718945055793
47.0,0,0.038766769721448956
47.03,0,0.03896641579065913
47.06,0,0.03916611806280456
47.09,0,0.03936586688901093
47.12,0,0.03956565256759959
47.15,0,0.03976546534478368
47.18,0,0.03996529541537433
47.21,0,0.04016513292349684
47.24,0,0.04036496796331673
47.27,0,0.040564790579775654
47.3,0,0.040764590769337125
47.33,0,0.040964358480741966
47.36,0,0.041164083615773395
47.39,0,0.04136375603003179
47.42,0,0.04156336553371886
47.45,0,0.04176290189243141
47.48,0,0.041962354827964406
47.51,0,0.042161714019123386
47.54,0,0.04236096910254607
47.57,0,0.042560109673533214
47.6,0,0.042759125286888446
47.63,0,0.04295800545776716
47.66,0,0.04315673966253427
47.69,0,0.043355317339630876
47.72,0,0.043553727890449534
47.75,0,0.0437519606802183
47.78,0,0.04395000503889326
47.81,0,0.04414785026205951
47.84,0,0.04434548561184058
47.87,0,0.04454290031781603
47.9,0,0.04474008357794722
47.93,0,0.04493702455951122
47.96,0,0.045133712400042665
47.99,0,0.045330136208283356
48.02,0,0.04552628506513976
48.05,0,0.04572214802464805
48.08,0,0.045917714114946696
48.11,0,0.04611297233925652
48.14,0,0.046307911676867985
48.17,0,0.0465025210841357
48.2,0,0.04669678949548002
48.23,0,0.046890705824395564
48.26,0,0.04708425896446652
48.29,0,0.04727743779038875
48.32,0,0.04747023115899842
48.35,0,0.04766262791030707
48.38,0,0.04785461686854306
48.41,0,0.048046186843199105
48.44,0,0.048237326630086064
48.47,0,0.04842802501239244
48.5,0,0.04861827076174986
48.53,0,0.04880805263930413
48.56,0,0.04899735939679176
48.59,0,0.049186179777622054
48.62,0,0.04937450251796422
48.65,0,0.04956231634783978
48.68,0,0.04974960999221981
48.71,0,0.04993637217212708
48.74,0,0.05012259160574278
48.77,0,0.05030825700951783
48.8,0,0.05049335709928857
48.83,0,0.05067788059139661
48.86,0,0.05086181620381282
48.89,0,0.05104515265726519
48.92,0,0.0512278786763705
48.95,0,0.05140998299076953
48.98,0,0.05159145433626581
49.01,0,0.0517722814559676
49.04,0,0.051952453101433045
49.07,0,0.052131958033818274
49.1,0,0.052310785025028346
49.13,0,0.05248892285887087
49.16,0,0.052666360332211996
49.19,0,0.052843086256134965
49.22,0,0.053019089457100536
49.25,0,0.053194358778109664
49.28,0,0.05336888307986786
49.31,0,0.05354265124195124
49.34,0,0.05371565216397412
49.37,0,0.05388787476675791
49.4,0,0.054059307993501095
49.43,0,0.05422994081095031
49.46,0,0.05439976221057219
49.49,0,0.05456876120972582
49.52,0,0.054736926852835696
49.55,0,0.054904248212564975
49.58,0,0.05507071439098883
49.61,0,0.05523631452076778
49.64,0,0.05540103776632075
49.67,0,0.05556487332499778
49.7,0,0.055727810428252096
49.73,0,0.05588983834281147
49.76,0,0.05605094637184862
49.79,0,0.05621112385615049
49.82,0,0.056370360175286315
49.85,0,0.05652864474877409
49.88,0,0.05668596703724551
49.91,0,0.05684231654360904
49.94,0,0.05699768281421098
49.97,0,0.057152055439994354
50.0,0,0.05730542405765545
50.03,0,0.05745777835079783
50.06,0,0.05760910805108355
50.09,0,0.05775940293938164
50.12,0,0.0579086528469133
50.15,0,0.05805684765639405
50.18,0,0.05820397730317229
50.21,0,0.058350031776364324
50.24,0,0.058495001119985617
50.27,0,0.058638875434078
50.3,0,0.058781644875832796
50.33,0,0.05892329966070962
50.36,0,0.05906383006355063
50.39,0,0.05920322641969018
50.42,0,0.05934147912605953
50.45,0,0.05947857864228658
